reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards
"2022.7484","fruits and vegetables","food","Aflatoxins in dried organic figs from Türkiye","21-12-2022 16:03:22","Germany","border rejection notification","serious","Germany","","","Germany","Türkiye","aflatoxin total "
"2022.7483","fish and products thereof ","food","Listeria monocytogenes in smoked eel fillets from Poland","21-12-2022 15:53:24","Poland","alert notification","serious","Germany","Poland","Germany","Germany,Poland","Poland","Listeria monocytogenes "
"2022.7482","fish and products thereof ","food","Linsteria monocitogenes in smoked salmon","21-12-2022 15:53:02","Italy","alert notification","serious","","","Denmark","Denmark,Italy","Denmark","Listeria monocytogenes "
"2022.7477","poultry meat and poultry meat products","food","Salmonella spp. in poultry meat preparation from Italy","21-12-2022 14:55:35","Germany","information notification for attention","not serious","Germany","Germany,Italy","","Germany,Italy","Italy","Salmonella spp. "
"2022.7476","prepared dishes and snacks","food","High amount of Bacillus cereus in prepared dish from Slowakia","21-12-2022 14:48:08","Austria","information notification for attention","undecided","Austria","Slovakia","","Austria,Slovakia","Slovakia","Bacillus cereus presumptive"
"2022.7475","crustaceans and products thereof","food","taste and smell deviation in shrimps","21-12-2022 14:34:44","Netherlands","alert notification","undecided","Belgium","Netherlands","","Netherlands","Morocco",""
"2022.7473","crustaceans and products thereof","food","Vibrio cholerae en langostinos de Ecuador. Vibrio cholerae in shrimps from Ecuador","21-12-2022 14:30:55","Spain","information notification for attention","not serious","","","","Ecuador,Spain","Ecuador","Vibrio cholerae NON O:1/NON O:139 "
"2022.7472","nuts, nut products and seeds","food","Aflatoxins in pistachios from Turkey","21-12-2022 14:27:36","Germany","border rejection notification","serious","Germany","","","Germany,Türkiye","Türkiye","Aflatoxin B1  ,aflatoxin total "
"2022.7471","pet food","feed","Salmonella in complete feed for dogs from netherlands","21-12-2022 14:23:04","Belgium","alert notification","serious","Belgium","","Belgium,Netherlands","Belgium,Netherlands","Netherlands","Salmonella  enteritidis "
"2022.7466","cereals and bakery products","food","possible presence of metal particles in cookies with chocolate filling","21-12-2022 11:38:06","Belgium","alert notification","serious","Belgium,France","","Belgium,France","Belgium,Poland","Poland",""
"2022.7463","herbs and spices","food","chlopyrifos , clothianidin, propiconazole , acetamiprid in cumin seeds from India","21-12-2022 10:33:57","Italy","border rejection notification","undecided","","","","India,Italy","India","acetamiprid  ,chlorpyrifos  ,clothianidin  ,propiconazole  "
"2022.7456","fish and products thereof ","food","Semicarbazide in chilled shrimps (Macrobrachium rosenbergii) from Sri Lanka","20-12-2022 18:01:23","Germany","information notification for attention","undecided","Netherlands","Netherlands","","Netherlands,Sri Lanka","Sri Lanka","semicarbazide (SEM)  migration"
"2022.7455","fish and products thereof ","food","presence of live larvae of anisakis in marinated anchovies","20-12-2022 17:37:53","Italy","alert notification","serious","Austria,Czech Republic,Germany,United Kingdom","Austria,INFOSAN,Italy","Austria,Czech Republic,Germany,Italy","Germany,Italy","Italy","Anisakis  parasitic infestation with"
"2022.7454","fruits and vegetables","food","Substanta neautorizata chlorpirifos-methyl in grapefruit origine Turcia/Unauthorised substance chlorpirifos in grapefruit from Turkey","20-12-2022 17:30:25","Romania","information notification for attention","serious","Romania","","","Romania,Türkiye","Türkiye","chlorpyrifos-methyl  unauthorised substance"
"2022.7453","poultry meat and poultry meat products","food","odour (organoleptic defect) on duck foie gras","20-12-2022 17:18:22","France","alert notification","serious","Germany,Luxembourg,Switzerland","Germany","","France","France",""
"2022.7452","soups, broths, sauces and condiments","food","Celery and soy not mentioned in the ingredient list of sauce","20-12-2022 16:47:43","Belgium","alert notification","serious","Netherlands","","Netherlands","Belgium","Belgium",""
"2022.7451","fruits and vegetables","food","Unauthorized substance chlorpyrifos in pomelo from China","20-12-2022 16:41:15","Romania","information notification for attention","serious","Romania","","","China,Romania","China","chlorpyrifos  unauthorised substance"
"2022.7450","poultry meat and poultry meat products","food","Salmonella Enteritidis  (in 2 out of 5 units) in chicken hearts from Poland","20-12-2022 16:40:04","Latvia","alert notification","serious","Denmark,Latvia,Mozambique,Poland","","Denmark,Latvia,Poland","Denmark,Latvia,Poland","Poland","Salmonella Enteritidis "
"2022.7448","poultry meat and poultry meat products","food","Salmonella Infantis (in 1 out of 5 units) in fresh chicken thighs from Poland","20-12-2022 16:13:22","Latvia","information notification for attention","not serious","Estonia,Latvia,Lithuania,Poland","Estonia,Latvia,Lithuania,Poland","","Estonia,Latvia,Poland","Poland","Salmonella infantis "
"2022.7446","fish and products thereof ","food","Aditivo no autorizado (dióxido de titanio) en surimi de Tailandia. Unauthorized additive (titanium dioxide) in surimi from Thailand.","20-12-2022 15:27:30","Spain","border rejection notification","undecided","","","","Spain,Thailand","Thailand","colour E 171 - titanium dioxide unauthorised use"
"2022.7445","ices and desserts","food","metal fragments in frozen almond cake with chocolate and crunchy caramel from Sweden","20-12-2022 15:20:58","Switzerland","alert notification","serious","Australia,Austria,Bulgaria,Croatia,Czech Republic,Denmark,Estonia,Finland,Germany,Hungary,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,United Kingdom,United States","INFOSAN,Spain,Sweden,Switzerland","Austria,Bulgaria,Croatia,Czech Republic,Denmark,Estonia,Finland,Germany,Hungary,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden","Hungary,Poland,Romania,Spain,Sweden,Switzerland,United Kingdom","Sweden",""
"2022.7439","herbs and spices","food","Clothianidin, Imidacloprid, Thiametoxam  in Cumin Seeds from India","20-12-2022 14:20:11","Italy","border rejection notification","undecided","","","","India,Italy","India","clothianidin  ,imidacloprid  ,thiamethoxam  "
"2022.7438","food contact materials","food contact material","Unauthorised use of bamboo in coffee cup from China via Germany","20-12-2022 14:18:54","Switzerland","information notification for follow-up","undecided","Austria,Finland,Germany,Iceland,Switzerland","","Austria,Finland,Germany,Iceland","China,Germany,Switzerland","China",""
"2022.7436","nuts, nut products and seeds","food","Salmonella in sesame seeds from Nigeria","20-12-2022 14:07:24","Greece","border rejection notification","serious","","","","Greece,Nigeria","Nigeria","Salmonella  enteritidis "
"2022.7434","nuts, nut products and seeds","food","Label/Document mismatch about origin in sesame seeds from U.A.E.","20-12-2022 14:01:26","Greece","border rejection notification","undecided","","","","Greece,United Arab Emirates","United Arab Emirates",""
"2022.7432","nuts, nut products and seeds","food","Label/document mismatch about origin in sesame seeds from U.A.E.","20-12-2022 13:37:19","Greece","border rejection notification","undecided","","","","Greece,United Arab Emirates","United Arab Emirates",""
"2022.7431","milk and milk products","food","Taste deviation in semi-skimmed milk from Belgium","20-12-2022 13:03:59","Netherlands","alert notification","undecided","Belgium,Netherlands","","Belgium","Belgium,Netherlands","Belgium","Bacillus subtilis "
"2022.7427","fish and products thereof ","food","histamine (up to 3743 mg/kg - ppm) in frozen yellowfin tuna loins (Thunnus albacares) from Vietnam, via the Netherlands","20-12-2022 11:25:07","Latvia","alert notification","serious","Czech Republic,Estonia,Latvia,Lithuania,Netherlands","INFOSAN,Netherlands","Czech Republic,Estonia,Latvia,Lithuania,Netherlands","Latvia,Netherlands,Vietnam","Vietnam","histamine  "
"2022.7426","meat and meat products (other than poultry)","food","Listeria monocytogenes in bullet steak from the Netherlands","20-12-2022 11:22:27","Netherlands","alert notification","serious","Belgium","","Belgium","Netherlands","Netherlands",""
"2022.7423","dietetic foods, food supplements and fortified foods","food","Undeclared gluten in gluten-free Food Supplement from Ireland via Greece","20-12-2022 10:41:46","Cyprus","alert notification","serious","Cyprus,Greece","","Cyprus,Greece,Ireland","Cyprus,Greece,Ireland","Ireland","gluten  undeclared"
"2022.7403","prepared dishes and snacks","food","Undeclared allergen Milk in Freshline Polenta Rolls from the Netherlands","19-12-2022 17:16:04","Netherlands","alert notification","serious","Belgium,Netherlands","","Belgium","Netherlands","Netherlands","milk ingredient  undeclared"
"2022.7401","feed materials","feed","Aflatoxin B1 in corn gluten","19-12-2022 16:46:37","Austria","information notification for attention","undecided","Germany,Switzerland,United Kingdom","Austria,Czech Republic,Germany,Italy,Switzerland","","Austria","Austria","Aflatoxin B1  "
"2022.7400","dietetic foods, food supplements and fortified foods","food","Monacolin K (10mg) in food supplement from Spain","19-12-2022 15:59:04","Spain","alert notification","serious","Andorra,Portugal,Spain","","Portugal","Spain","Spain",""
"2022.7399","herbs and spices","food","Sum PAHs too high in Ginger Extract 10% Gingerols","19-12-2022 15:58:23","Netherlands","information notification for attention","serious","Netherlands","INFOSAN","","China","China","benzo(a)pyrene  ,polycyclic aromatic hydrocarbons sum of "
"2022.7398","cereals and bakery products","food","metal particles in spelt bread","19-12-2022 15:54:17","Netherlands","alert notification","serious","Belgium","","","Netherlands","Netherlands",""
"2022.7396","food contact materials","food contact material","Migration of aluminum from pastry plate","19-12-2022 15:30:18","Croatia","alert notification","serious","Croatia,Netherlands","Croatia,Germany","Croatia,Germany,Netherlands","Croatia,Germany,Netherlands","Germany","aluminium  migration,organoleptic characteristics unsuitable "
"2022.7395","herbs and spices","food","Residues of the unauthorised pesticides Chlorpyrifos and Profenofos in dried  spearmint  from Türkiye via Greece","19-12-2022 15:21:14","Cyprus","alert notification","serious","Cyprus,Greece","Greece","","Cyprus,Greece,Türkiye","Türkiye","chlorpyrifos  unauthorised substance,pesticide residues  "
"2022.7390","fruits and vegetables","food","chlorpyrifos in fresh peppers from Turkey ","19-12-2022 13:48:49","Bulgaria","border rejection notification","undecided","","","","Bulgaria,Romania,Türkiye","Türkiye","chlorpyrifos  "
"2022.7385","fruits and vegetables","food","Aflatoxins in dried figs from Türkiye","19-12-2022 13:09:23","Greece","border rejection notification","serious","Greece","","","Greece,Türkiye","Türkiye","Aflatoxin B1  ,aflatoxin total "
"2022.7382","fruits and vegetables","food","Chlorpyrifos in Peper Aji Amarillo from Peru","19-12-2022 11:29:24","Netherlands","alert notification","serious","Finland,France,Italy,Lithuania,Netherlands,Spain,Sweden,Switzerland,United Arab Emirates","INFOSAN","Finland,France,Italy,Lithuania,Spain,Sweden,Switzerland","Netherlands,Peru","Peru","chlorpyrifos  unauthorised substance"
"2022.7378","feed materials","feed","Salmonella in fishmeal from Spain","16-12-2022 17:23:46","Belgium","information notification for follow-up","not serious","Belgium","Belgium","Spain","Belgium,Spain","Spain","Salmonella Ohio "
"2022.7376","cereals and bakery products","food","High acrylamide content in biscuits from Romania","16-12-2022 16:35:42","Poland","alert notification","serious","Belgium,Germany,Ireland,Netherlands,Northern Ireland,Poland,Ukraine,United Kingdom","Poland","Belgium,Germany,Ireland,Netherlands,Romania","Netherlands,Poland,Romania","Romania","acrylamide  high level"
"2022.7374","dietetic foods, food supplements and fortified foods","food","Trade of food supplements with sildenafil/tadalafil from Malaysia","16-12-2022 16:19:39","Belgium","alert notification","serious","","INFOSAN,Romania,Slovenia","","Malaysia,United Kingdom","Malaysia",""
