reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards
"2023.8790","confectionery","food","Unauthorised additive sodium erythorbate E316 in syrup from Taiwan","20-12-2023 11:24:24","Lithuania","information notification for attention","potential risk","Lithuania","INFOSAN,Taiwan","","Lithuania,Taiwan","Taiwan",""
"2023.8789","poultry meat and poultry meat products","food","Presence of mould in blocks of duck foie gras","20-12-2023 11:17:44","France","information notification for follow-up","not serious","Belgium,Luxembourg,Monaco,Switzerland","Belgium,INFOSAN,Luxembourg,Monaco,Switzerland","Belgium,Luxembourg","France","France",""
"2023.8788","fruits and vegetables","food","Listeria monocytogenes in Bio Sprouts from the Netherlands","20-12-2023 11:05:52","Netherlands","alert notification","serious","Germany","","","Netherlands","Netherlands","Listeria monocytogenes "
"2023.8787","food contact materials","food contact material","Przekroczenie migracji globalnej w 95% alkoholu etylowym W TACACH Z MELAMINY // Exceeding global migration in 95% ethyl alcohol in melamine trays from China","20-12-2023 10:46:44","Poland","border rejection notification","not serious","","","","China,Germany,Poland","China","migration total too high level"
"2023.8786","cereals and bakery products","food","Undeclared allergen (mustard) in gluten-free breadmix","20-12-2023 10:38:39","Finland","alert notification","potentially serious","Estonia","","","Estonia,Finland","Finland",""
"2023.8782","fruits and vegetables","food","Prohibited substance heptachlor in butternut ","20-12-2023 10:00:39","Belgium","information notification for follow-up","potentially serious","France,Germany,Netherlands","","France,Germany,Netherlands","Belgium","Belgium","heptachlor  prohibited substance"
"2023.8781","fruits and vegetables","food","chlorpyrifos in fresh mandarines from Türkiye","20-12-2023 10:00:33","Bulgaria","border rejection notification","serious","","","","Bulgaria,Romania,Türkiye","Türkiye","chlorpyrifos  unauthorised substance"
"2023.8780","cocoa and cocoa preparations, coffee and tea","food","Exceedance of pesticides residues in tea imported from USA ","20-12-2023 09:47:46","Luxembourg","information notification for attention","not serious","Luxembourg","INFOSAN","","Luxembourg,United States","United States","anthraquinone  ,pyrimethanil  "
"2023.8775","herbs and spices","food","Pesticide ethyleen oxide in Indian spices","20-12-2023 08:23:17","Netherlands","border rejection notification","serious","","","","India,Netherlands","India","ethylene oxide  "
"2023.8774","herbs and spices","food","Pesticide residues in Indian cumin powder","20-12-2023 08:14:41","Netherlands","border rejection notification","potentially serious","","","","India,Netherlands","India","acetamiprid  ,carbendazim  ,chlorpyriphos-ethyl  ,clothianidin  ,hexaconazole  unauthorised substance,imidacloprid  ,thiamethoxam  "
"2023.8771","feed materials","feed","Salmonella Ohio in feather meal","19-12-2023 17:38:05","Finland","information notification for follow-up","potential risk","","","Netherlands","Finland,Netherlands","Netherlands","Salmonella Ohio "
"2023.8770","food contact materials","food contact material","Unauthorised use of bamboo fibres mixed with plastics in food contact material made in China and supplied from Italy","19-12-2023 17:22:46","Malta","information notification for follow-up","potential risk","Austria,Belgium,Croatia,Cyprus,Denmark,France,Germany,Greece,Italy,Malta,Portugal,Romania,San Marino,Slovenia,South Africa,Spain,Switzerland","Georgia,Türkiye","China,Germany","China,Italy,Malta","China",""
"2023.8769","cereals and bakery products","food","Rice from Pakistan with chorpyrifos","19-12-2023 17:08:16","Portugal","border rejection notification","not serious","","","","Pakistan,Portugal","Pakistan","organophosphate pesticides  "
"2023.8768","fruits and vegetables","food","Rejeição de Polpas de frutas com aditivo não autorizado (sulfitos)","19-12-2023 16:58:06","Portugal","border rejection notification","no risk","","Brazil","","Brazil,Portugal","Brazil","sulphite  unauthorised"
"2023.8767","feed materials","feed","Foreign body in feed for cats from Austria","19-12-2023 16:04:09","Poland","information notification for follow-up","potential risk","","Austria,United Kingdom","Germany","Austria,Germany,Poland,United Kingdom","Austria","foreign body  "
"2023.8766","nuts, nut products and seeds","food","Presence of mould and putrefaction in peanuts from the United States, via Germany","19-12-2023 15:11:37","Slovakia","information notification for follow-up","not serious","Slovakia","","","Germany,Slovakia,United States","United States","moulds  infested with,putrefaction  "
"2023.8763","fruits and vegetables","food","Tebuconazole in green celery from Belgium","19-12-2023 14:43:53","Belgium","alert notification","serious","France,Germany,Luxembourg,Netherlands","","Belgium,France,Germany,Luxembourg,Netherlands","Belgium,Luxembourg","Belgium","tebuconazole  "
"2023.8762","herbs and spices","food","Maximum levels of tropane alkaloids exceeded in dried whole raspberry leaves from Albania","19-12-2023 14:35:49","Germany","information notification for attention","serious","Germany","INFOSAN","Albania","Albania,Germany","Albania","atropine  ,scopolamine  "
"2023.8761","food contact materials","food contact material","Migration of primary aromatic amines from spatulas from China","19-12-2023 14:15:06","Germany","border rejection notification","serious","","","","China,Poland","China","primary aromatic amines  migration"
"2023.8760","cereals and bakery products","food","Chlorpyrifos and profenofos in rice from Pakistan","19-12-2023 13:51:05","Greece","border rejection notification","potentially serious","","Pakistan","","Greece,Pakistan","Pakistan","chlorpyrifos  unauthorised substance,profenofos  unauthorised substance"
"2023.8757","herbs and spices","food","Depasire Chlorpyrifos (-ethil ) in chimen /// Exceeding of MRL for Chlorpyrifos (-ethyl) in cumin seeds from Czech Republic via Poland","19-12-2023 13:31:51","Romania","information notification for follow-up","potential risk","Poland,Romania","Czech Republic,Poland","Czech Republic,Poland","Czech Republic,Poland,Romania","Czech Republic","chlorpyriphos-ethyl  "
"2023.8756","nuts, nut products and seeds","food","Groundnut allergens not declared in peanut rock ","19-12-2023 13:05:45","Netherlands","alert notification","serious","Belgium,France,Germany,Portugal","Türkiye","Belgium,France,Germany,Portugal","Netherlands","Netherlands",""
"2023.8755","meat and meat products (other than poultry)","food","detection of salmonella on the ham with parsley","19-12-2023 12:45:13","France","information notification for attention","serious","Belgium","Belgium","","France","France","Salmonella  "
"2023.8751","dietetic foods, food supplements and fortified foods","food","Unauthorised novel food product, Hemp capsules ","19-12-2023 11:34:52","Ireland","information notification for attention","potential risk","Ireland","","United Kingdom","Ireland,United Kingdom","United Kingdom",""
"2023.8749","fruits and vegetables","food","presence of thiabendazole in frozen apricot mumps","19-12-2023 11:15:31","France","information notification for attention","not serious","France","INFOSAN","","France,Morocco","Morocco","thiabendazole  "
"2023.8748","cereals and bakery products","food","presence of insect infestations in pomegranate multigrain bars from Italy","19-12-2023 11:09:27","Italy","information notification for follow-up","not serious","Belgium,Italy,Lebanon,Switzerland","","Belgium,Switzerland","Italy","Italy","insects  infested with"
"2023.8744","fish and products thereof ","food","non-compliant levels of mercury in swordfish ","19-12-2023 10:47:38","France","information notification for attention","potentially serious","France","Spain","Spain","Spain","Spain","mercury  "
"2023.8743","milk and milk products","food","Detection of staphylococci on cheese","19-12-2023 10:31:30","France","alert notification","serious","Belgium,Spain,United Kingdom","Belgium,INFOSAN,Ukraine","Belgium,France,Spain,United Kingdom","France","France","Staphylococcus coagulase-positive "
"2023.8737","nuts, nut products and seeds","food","Absence of health certificate for sesame seeds from Sudan","19-12-2023 07:50:28","Greece","border rejection notification","not serious","","Sudan","","Greece,Sudan","Sudan",""
"2023.8736","nuts, nut products and seeds","food","Absence of health certificate for sesame seeds from Uganda","19-12-2023 07:42:13","Greece","border rejection notification","not serious","","","","Greece,Uganda","Uganda",""
"2023.8735","dietetic foods, food supplements and fortified foods","food","Unauthorised novel food - CBD drink","18-12-2023 17:44:53","Ireland","information notification for attention","not serious","Ireland","INFOSAN","United Kingdom","Ireland,United Kingdom","United Kingdom",""
"2023.8733","fruits and vegetables","food","Ochratoxin A in organic figs from Spain","18-12-2023 17:33:43","Netherlands","alert notification","serious","China,Denmark,Finland,France,Netherlands,Spain","","China,Denmark,Finland,France,Netherlands,Spain","Netherlands,Spain","Spain","ochratoxin A  "
"2023.8732","other food product / mixed","food","Allergen mustard not declared in Curry masala from Turkey","18-12-2023 17:27:09","Netherlands","alert notification","serious","Belgium,Netherlands","INFOSAN","Belgium,Türkiye","Netherlands,Türkiye","Netherlands",""
"2023.8731","herbs and spices","food","Carbaryl and carbofuran in fresh basil from Cambodia","18-12-2023 17:16:45","Czech Republic","information notification for attention","serious","Czech Republic","","","Cambodia,Czech Republic","Cambodia","carbaryl  ,carbofuran  "
"2023.8730","fruits and vegetables","food","Przekroczenie NDP metylochlorpyryfosu (0,076 ± 0,038 mg/kg) w cytrynach pochodzących z Turcji//Exceeding the MRL for methylchlorpyrifos (0.076 ± 0.038 mg/kg) in lemons originating from Turkey","18-12-2023 17:16:17","Poland","information notification for attention","potential risk","Poland","INFOSAN","","Poland,Türkiye","Türkiye","chlorpyrifos-methyl  unauthorised substance"
"2023.8729","compound feeds","feed","PRESENCE OF RUMINANT DNA IN FISH FEED FROM GREECE","18-12-2023 17:15:15","Cyprus","information notification for follow-up","not serious","","","","Cyprus,Greece","Greece","DNA ruminant presence"
"2023.8728","fruits and vegetables","food","Pesticides in frozen peppers (Capsicum spp)","18-12-2023 16:55:32","Sweden","border rejection notification","potential risk","","","","Sweden,Vietnam","Vietnam","chlorfenapyr  ,dinotefuran  unauthorised substance,hexaconazole  unauthorised substance,permethrin  unauthorised substance"
"2023.8727","crustaceans and products thereof","food","Residues of Antimicrobials in Prawns","18-12-2023 16:52:29","Ireland","information notification for attention","potentially serious","Ireland,Northern Ireland","INFOSAN","Vietnam","Ireland,Northern Ireland,Vietnam","Vietnam","tetracycline  residue level above MRL"
"2023.8726","fruits and vegetables","food","BORDER CONTROL REJECTION- PIMENTOS","18-12-2023 16:46:54","Portugal","border rejection notification","no risk","","","","Morocco,Portugal","Morocco","fenazaquin  "
"2023.8722","cereals and bakery products","food","aflatoxins in corn flour from Ivory Coast via France","18-12-2023 14:49:18","Luxembourg","alert notification","serious","Luxembourg","INFOSAN","Côte d'Ivoire,France","France","Côte d'Ivoire","Aflatoxin B1  ,aflatoxin total "
"2023.8716","nuts, nut products and seeds","food","Presence of Aflatoxins beyond the permitted limits in shelled pistachios from Iran","18-12-2023 13:52:10","Italy","border rejection notification","serious","","Iran","","Iran,Italy","Iran","Aflatoxin B1  ,aflatoxin total "
"2023.8714","nuts, nut products and seeds","food","alto contenuto di aflatossine B1 e Totali in arachidi con guscio dall'Egitto//high content of aflatoxin B1 and Total in in-shell peanuts from Egypt","18-12-2023 13:19:08","Italy","border rejection notification","serious","","","","Egypt,Italy","Egypt","Aflatoxin B1  ,aflatoxin total "
"2023.8713","non-alcoholic beverages","food","Unauthorised novel food with undeclared THC","18-12-2023 13:15:04","Ireland","alert notification","potentially serious","Ireland","","","Ireland,Netherlands","Netherlands","tetrahydrocanabinol (THC)  "
"2023.8711","poultry meat and poultry meat products","feed","presence of salmonella in turkey meal presenza di salmonella in farina di tacchino","18-12-2023 12:05:29","Italy","information notification for follow-up","potential risk","","","","Italy,Spain","Spain","Salmonella  "
